Siamese Layers,Shared Layers,Input Dim,Hidden Dimension,Train Loss,Epochs,Loss Tolerance,Datasize,n_samples,Test Loss,Calc Time (Model),Calc Time (Traditional),Training Size,Label,Device,Time,Training Time,metric,Test Size
2,5,200,500,0.1128704398870468,5000,0.05,20000,64,0.0299383103847503,0.0010037422180175,0.0100221633911132,20000,W-1,cuda,2024-10-22 23:36,0:4.283141,euclidean,100
2,5,200,500,0.1128704398870468,5000,0.05,20000,64,0.0121271172538399,0.0012967586517333,0.056143045425415,20000,W-1,cuda,2024-10-22 23:37,0:4.597212,euclidean,500
2,5,200,500,0.1128704398870468,5000,0.05,20000,64,0.0058917482383549,0.0010032653808593,0.1201119422912597,20000,W-1,cuda,2024-10-22 23:37,0:4.731980,euclidean,1000
2,5,200,500,0.1128704398870468,5000,0.05,20000,64,0.0082085188478231,0.0010149478912353,0.7864692211151123,20000,W-1,cuda,2024-10-22 23:37,0:8.254089,euclidean,10000
2,5,300,500,0.5120009183883667,5000,0.5,20000,64,0.452333003282547,0.0034396648406982,0.0090231895446777,20000,W-1,cuda,2024-10-22 23:37,0:6.760082,euclidean,100
2,5,300,500,0.5120009183883667,5000,0.5,20000,64,0.4130760729312897,0.0020053386688232,0.0493872165679931,20000,W-1,cuda,2024-10-22 23:37,0:6.291420,euclidean,500
2,5,300,500,0.5120009183883667,5000,0.5,20000,64,0.3748272061347961,0.0010244846343994,0.1262848377227783,20000,W-1,cuda,2024-10-22 23:37,0:6.628570,euclidean,1000
2,5,300,500,0.5120009183883667,5000,0.5,20000,64,0.3374731838703155,0.0030086040496826,0.8054337501525879,20000,W-1,cuda,2024-10-22 23:37,0:10.883436,euclidean,10000
2,5,300,500,0.1178102567791938,5000,0.1,20000,64,0.078990064561367,0.0010066032409667,0.0102641582489013,20000,W-1,cuda,2024-10-22 23:37,0:6.265033,euclidean,100
2,5,300,500,0.1178102567791938,5000,0.1,20000,64,0.0444011464715004,0.0020043849945068,0.0614769458770751,20000,W-1,cuda,2024-10-22 23:37,0:6.506620,euclidean,500
2,5,300,500,0.1178102567791938,5000,0.1,20000,64,0.0340600945055484,0.0011825561523437,0.122504711151123,20000,W-1,cuda,2024-10-22 23:38,0:6.736886,euclidean,1000
2,5,300,500,0.1178102567791938,5000,0.1,20000,64,0.0087367817759513,0.0010030269622802,0.7701313495635986,20000,W-1,cuda,2024-10-22 23:38,0:10.873662,euclidean,10000
2,5,300,500,0.1178102567791938,5000,0.05,20000,64,0.014342033304274,0.0010023117065429,0.009368896484375,20000,W-1,cuda,2024-10-22 23:38,0:6.177653,euclidean,100
2,5,300,500,0.1178102567791938,5000,0.05,20000,64,0.0085136257112026,0.0020055770874023,0.0561349391937255,20000,W-1,cuda,2024-10-22 23:38,0:6.336346,euclidean,500
2,5,300,500,0.1178102567791938,5000,0.05,20000,64,0.0043276483193039,0.001002550125122,0.1173810958862304,20000,W-1,cuda,2024-10-22 23:38,0:6.532812,euclidean,1000
2,5,300,500,0.1178102567791938,5000,0.05,20000,64,0.0154046323150396,0.001002550125122,0.7712488174438477,20000,W-1,cuda,2024-10-22 23:38,0:10.858117,euclidean,10000
2,5,400,500,0.5327231884002686,5000,0.5,20000,64,0.4807947278022766,0.001091718673706,0.0077009201049804,20000,W-1,cuda,2024-10-22 23:38,0:8.434460,euclidean,100
2,5,400,500,0.5327231884002686,5000,0.5,20000,64,0.4438303112983703,0.0010175704956054,0.0606491565704345,20000,W-1,cuda,2024-10-22 23:39,0:8.56148,euclidean,500
2,5,400,500,0.5327231884002686,5000,0.5,20000,64,0.3757047355175018,0.0020818710327148,0.1448426246643066,20000,W-1,cuda,2024-10-22 23:39,0:9.29144,euclidean,1000
2,5,400,500,0.5327231884002686,5000,0.5,20000,64,0.370160162448883,0.0010030269622802,0.7907063961029053,20000,W-1,cuda,2024-10-22 23:39,0:13.514104,euclidean,10000
2,5,400,500,0.1279303580522537,5000,0.1,20000,64,0.0816605910658836,0.0010030269622802,0.0090234279632568,20000,W-1,cuda,2024-10-22 23:39,0:8.79151,euclidean,100
2,5,400,500,0.1279303580522537,5000,0.1,20000,64,0.0522941388189792,0.0010030269622802,0.0511302947998046,20000,W-1,cuda,2024-10-22 23:39,0:8.19680,euclidean,500
2,5,400,500,0.1279303580522537,5000,0.1,20000,64,0.0292723309248685,0.0010023117065429,0.1339137554168701,20000,W-1,cuda,2024-10-22 23:39,0:8.351215,euclidean,1000
2,5,400,500,0.1279303580522537,5000,0.1,20000,64,0.0182884074747562,0.0019299983978271,0.7780179977416992,20000,W-1,cuda,2024-10-22 23:39,0:13.460312,euclidean,10000
2,5,400,500,0.1279303580522537,5000,0.05,20000,64,0.0170207805931568,0.0010702610015869,0.0115313529968261,20000,W-1,cuda,2024-10-22 23:40,0:7.818046,euclidean,100
2,5,400,500,0.1279303580522537,5000,0.05,20000,64,0.0078656356781721,0.0020053386688232,0.056403636932373,20000,W-1,cuda,2024-10-22 23:40,0:8.348235,euclidean,500
2,5,400,500,0.1279303580522537,5000,0.05,20000,64,0.0043785916641354,0.0011346340179443,0.1214728355407714,20000,W-1,cuda,2024-10-22 23:40,0:8.515087,euclidean,1000
2,5,400,500,0.1279303580522537,5000,0.05,20000,64,0.0061741047538816,0.002004861831665,0.8171594142913818,20000,W-1,cuda,2024-10-22 23:40,0:13.512399,euclidean,10000
2,5,500,500,0.522716224193573,5000,0.5,20000,64,0.4691986739635467,0.0020046234130859,0.0080206394195556,20000,W-1,cuda,2024-10-22 23:40,0:10.235206,euclidean,100
2,5,500,500,0.522716224193573,5000,0.5,20000,64,0.4138723611831665,0.0010020732879638,0.0613629817962646,20000,W-1,cuda,2024-10-22 23:41,0:9.894801,euclidean,500
2,5,500,500,0.522716224193573,5000,0.5,20000,64,0.4009281694889068,0.0010726451873779,0.1382884979248047,20000,W-1,cuda,2024-10-22 23:41,0:10.311816,euclidean,1000
2,5,500,500,0.522716224193573,5000,0.5,20000,64,0.3605649173259735,0.0020053386688232,0.8011753559112549,20000,W-1,cuda,2024-10-22 23:41,0:16.97205,euclidean,10000
2,5,500,500,0.121457390487194,5000,0.1,20000,64,0.0716049820184707,0.0010027885437011,0.0080211162567138,20000,W-1,cuda,2024-10-22 23:41,0:9.678469,euclidean,100
2,5,500,500,0.121457390487194,5000,0.1,20000,64,0.0522595047950744,0.002004861831665,0.0521364212036132,20000,W-1,cuda,2024-10-22 23:41,0:9.982643,euclidean,500
2,5,500,500,0.121457390487194,5000,0.1,20000,64,0.0321541912853717,0.0010027885437011,0.1232805252075195,20000,W-1,cuda,2024-10-22 23:41,0:10.227983,euclidean,1000
2,5,500,500,0.121457390487194,5000,0.1,20000,64,0.0135889938101172,0.0010502338409423,0.7902915477752686,20000,W-1,cuda,2024-10-22 23:42,0:16.381581,euclidean,10000
2,5,500,500,0.121457390487194,5000,0.05,20000,64,0.0142689449712634,0.0010950565338134,0.0185456275939941,20000,W-1,cuda,2024-10-22 23:42,0:9.526732,euclidean,100
2,5,500,500,0.121457390487194,5000,0.05,20000,64,0.0055230413563549,0.0015051364898681,0.0526309013366699,20000,W-1,cuda,2024-10-22 23:42,0:9.790003,euclidean,500
2,5,500,500,0.121457390487194,5000,0.05,20000,64,0.0040946835651993,0.0010452270507812,0.1249380111694336,20000,W-1,cuda,2024-10-22 23:42,0:10.187065,euclidean,1000
2,5,500,500,0.121457390487194,5000,0.05,20000,64,0.0069740074686706,0.0010027885437011,0.7850039005279541,20000,W-1,cuda,2024-10-22 23:42,0:15.924378,euclidean,10000
2,5,600,500,0.5163055658340454,5000,0.5,20000,64,0.4695096909999847,0.0021352767944335,0.0080595016479492,20000,W-1,cuda,2024-10-22 23:43,0:13.309181,euclidean,100
2,5,600,500,0.5163055658340454,5000,0.5,20000,64,0.4319097995758056,0.0010020732879638,0.0558295249938964,20000,W-1,cuda,2024-10-22 23:43,0:13.233370,euclidean,500
2,5,600,500,0.5163055658340454,5000,0.5,20000,64,0.4040270745754242,0.0010027885437011,0.1279664039611816,20000,W-1,cuda,2024-10-22 23:43,0:13.664661,euclidean,1000
2,5,600,500,0.5163055658340454,5000,0.5,20000,64,0.3706410825252533,0.0013632774353027,0.7872710227966309,20000,W-1,cuda,2024-10-22 23:43,0:21.157869,euclidean,10000
2,5,600,500,0.1053136065602302,5000,0.1,20000,64,0.0723196119070053,0.001002550125122,0.008021593093872,20000,W-1,cuda,2024-10-22 23:44,0:13.327923,euclidean,100
2,5,600,500,0.1053136065602302,5000,0.1,20000,64,0.0407411642372608,0.001429796218872,0.0673263072967529,20000,W-1,cuda,2024-10-22 23:44,0:13.220778,euclidean,500
2,5,600,500,0.1053136065602302,5000,0.1,20000,64,0.0261798053979873,0.001002550125122,0.1161296367645263,20000,W-1,cuda,2024-10-22 23:44,0:13.977724,euclidean,1000
2,5,600,500,0.1053136065602302,5000,0.1,20000,64,0.0150252897292375,0.0010013580322265,0.7959280014038086,20000,W-1,cuda,2024-10-22 23:44,0:20.259959,euclidean,10000
2,5,600,500,0.1053136065602302,5000,0.05,20000,64,0.0096322735771536,0.002004861831665,0.010026216506958,20000,W-1,cuda,2024-10-22 23:45,0:12.877771,euclidean,100
2,5,600,500,0.1053136065602302,5000,0.05,20000,64,0.005768303759396,0.001002550125122,0.0692529678344726,20000,W-1,cuda,2024-10-22 23:45,0:13.484289,euclidean,500
2,5,600,500,0.1053136065602302,5000,0.05,20000,64,0.0032704467885196,0.0020055770874023,0.1249544620513916,20000,W-1,cuda,2024-10-22 23:45,0:13.793096,euclidean,1000
2,5,600,500,0.1053136065602302,5000,0.05,20000,64,0.0069225835613906,0.0020055770874023,0.8141767978668213,20000,W-1,cuda,2024-10-22 23:45,0:21.398067,euclidean,10000
2,5,700,500,0.5221903324127197,5000,0.5,20000,64,0.4370207786560058,0.0010023117065429,0.0080211162567138,20000,W-1,cuda,2024-10-22 23:46,0:15.851516,euclidean,100
2,5,700,500,0.5221903324127197,5000,0.5,20000,64,0.4367983639240265,0.0010020732879638,0.056042194366455,20000,W-1,cuda,2024-10-22 23:46,0:15.197127,euclidean,500
2,5,700,500,0.5221903324127197,5000,0.5,20000,64,0.402417927980423,0.0010755062103271,0.1043057441711425,20000,W-1,cuda,2024-10-22 23:46,0:16.99740,euclidean,1000
2,5,700,500,0.5221903324127197,5000,0.5,20000,64,0.3586891293525696,0.0020055770874023,0.7838454246520996,20000,W-1,cuda,2024-10-22 23:47,0:24.573816,euclidean,10000
2,5,700,500,0.1249066740274429,5000,0.1,20000,64,0.074261337518692,0.0021319389343261,0.0110290050506591,20000,W-1,cuda,2024-10-22 23:47,0:15.511050,euclidean,100
2,5,700,500,0.1249066740274429,5000,0.1,20000,64,0.0544329695403575,0.0022063255310058,0.0526177883148193,20000,W-1,cuda,2024-10-22 23:47,0:15.605514,euclidean,500
2,5,700,500,0.1249066740274429,5000,0.1,20000,64,0.0387463569641113,0.0010023117065429,0.1174187660217285,20000,W-1,cuda,2024-10-22 23:47,0:16.210280,euclidean,1000
2,5,700,500,0.1249066740274429,5000,0.1,20000,64,0.0202760752290487,0.0014910697937011,0.8073980808258057,20000,W-1,cuda,2024-10-22 23:48,0:24.720111,euclidean,10000
2,5,700,500,0.1249066740274429,5000,0.05,20000,64,0.0184021331369876,0.0011858940124511,0.0100264549255371,20000,W-1,cuda,2024-10-22 23:48,0:15.391366,euclidean,100
2,5,700,500,0.1249066740274429,5000,0.05,20000,64,0.006396145094186,0.0020051002502441,0.0564856529235839,20000,W-1,cuda,2024-10-22 23:48,0:15.542475,euclidean,500
2,5,700,500,0.1249066740274429,5000,0.05,20000,64,0.0034286119043827,0.0010027885437011,0.1182584762573242,20000,W-1,cuda,2024-10-22 23:49,0:16.203540,euclidean,1000
2,5,700,500,0.1249066740274429,5000,0.05,20000,64,0.0046517923474311,0.001002550125122,1.1390807628631592,20000,W-1,cuda,2024-10-22 23:49,0:24.297892,euclidean,10000
2,5,800,500,0.5242921710014343,5000,0.5,20000,64,0.4744389653205871,0.0020430088043212,0.0080206394195556,20000,W-1,cuda,2024-10-22 23:49,0:18.36232,euclidean,100
2,5,800,500,0.5242921710014343,5000,0.5,20000,64,0.4408431649208069,0.0010030269622802,0.052476167678833,20000,W-1,cuda,2024-10-22 23:50,0:17.546696,euclidean,500
2,5,800,500,0.5242921710014343,5000,0.5,20000,64,0.4109505116939544,0.0009984970092773,0.1065907478332519,20000,W-1,cuda,2024-10-22 23:50,0:18.70822,euclidean,1000
2,5,800,500,0.5242921710014343,5000,0.5,20000,64,0.369448721408844,0.0010020732879638,0.8041565418243408,20000,W-1,cuda,2024-10-22 23:50,0:27.642591,euclidean,10000
2,5,800,500,0.1047999039292335,5000,0.1,20000,64,0.0585845671594142,0.0020956993103027,0.0080175399780273,20000,W-1,cuda,2024-10-22 23:51,0:17.525378,euclidean,100
2,5,800,500,0.1047999039292335,5000,0.1,20000,64,0.0365182757377624,0.0010027885437011,0.0577168464660644,20000,W-1,cuda,2024-10-22 23:51,0:18.115809,euclidean,500
2,5,800,500,0.1047999039292335,5000,0.1,20000,64,0.0234514456242322,0.0020055770874023,0.1123344898223877,20000,W-1,cuda,2024-10-22 23:51,0:18.552351,euclidean,1000
2,5,800,500,0.1047999039292335,5000,0.1,20000,64,0.0112404152750968,0.0010027885437011,0.7847096920013428,20000,W-1,cuda,2024-10-22 23:52,0:28.526477,euclidean,10000
2,5,800,500,0.1047999039292335,5000,0.05,20000,64,0.0071529918350279,0.0010557174682617,0.010026216506958,20000,W-1,cuda,2024-10-22 23:52,0:16.938970,euclidean,100
2,5,800,500,0.1047999039292335,5000,0.05,20000,64,0.0029962004628032,0.0010030269622802,0.0571203231811523,20000,W-1,cuda,2024-10-22 23:52,0:17.683619,euclidean,500
2,5,800,500,0.1047999039292335,5000,0.05,20000,64,0.0045589422807097,0.0012977123260498,0.1220519542694091,20000,W-1,cuda,2024-10-22 23:53,0:18.79630,euclidean,1000
2,5,800,500,0.1047999039292335,5000,0.05,20000,64,0.0115514621138572,0.0010244846343994,0.8489513397216797,20000,W-1,cuda,2024-10-22 23:53,0:27.597320,euclidean,10000
2,5,900,500,0.5093320608139038,5000,0.5,20000,64,0.44821611046791077,0.0010023117065429688,0.00902414321899414,20000,W-1,cuda,2024-10-22 23:53,0:19.61186,euclidean,100
2,5,900,500,0.5093320608139038,5000,0.5,20000,64,0.41703999042510986,0.0011365413665771484,0.06073451042175293,20000,W-1,cuda,2024-10-22 23:54,0:19.133195,euclidean,500
2,5,900,500,0.5093320608139038,5000,0.5,20000,64,0.3946335017681122,0.0010027885437011719,0.11005496978759766,20000,W-1,cuda,2024-10-22 23:54,0:19.975890,euclidean,1000
2,5,900,500,0.5093320608139038,5000,0.5,20000,64,0.3421301543712616,0.0010027885437011719,0.7867045402526855,20000,W-1,cuda,2024-10-22 23:54,0:29.444518,euclidean,10000
2,5,900,500,0.12511812150478363,5000,0.1,20000,64,0.07899230718612671,0.0010027885437011719,0.008021116256713867,20000,W-1,cuda,2024-10-22 23:55,0:19.147136,euclidean,100
2,5,900,500,0.12511812150478363,5000,0.1,20000,64,0.05310080572962761,0.0013201236724853516,0.05824470520019531,20000,W-1,cuda,2024-10-22 23:55,0:19.101472,euclidean,500
2,5,900,500,0.12511812150478363,5000,0.1,20000,64,0.03484787046909332,0.0024917125701904297,0.11412835121154785,20000,W-1,cuda,2024-10-22 23:56,0:20.212983,euclidean,1000
2,5,900,500,0.12511812150478363,5000,0.1,20000,64,0.021248219534754753,0.0010027885437011719,0.7924444675445557,20000,W-1,cuda,2024-10-22 23:56,0:29.872739,euclidean,10000
2,5,900,500,0.12511812150478363,5000,0.05,20000,64,0.014986681751906872,0.0010025501251220703,0.009818315505981445,20000,W-1,cuda,2024-10-22 23:56,0:18.832480,euclidean,100
2,5,900,500,0.12511812150478363,5000,0.05,20000,64,0.00516478018835187,0.0010023117065429688,0.058208465576171875,20000,W-1,cuda,2024-10-22 23:57,0:19.296742,euclidean,500
2,5,900,500,0.12511812150478363,5000,0.05,20000,64,0.002560205524787307,0.002073049545288086,0.08433771133422852,20000,W-1,cuda,2024-10-22 23:57,0:19.840957,euclidean,1000
2,5,900,500,0.12511812150478363,5000,0.05,20000,64,0.004670478403568268,0.002004861831665039,0.9330284595489502,20000,W-1,cuda,2024-10-22 23:57,1:1.321890,euclidean,10000
